0.00049,	1.539,   
0.00098,	1.539,
0.00195,	1.539,
0.00293,	1.539,
0.00391,	1.539,
0.00586,	1.539,
0.00781,	1.539,
0.00977,	1.539,
0.01172,	1.539,
0.01367,	1.539,
0.01562,	1.539,
0.01758,	1.539,
0.01953,	1.539,
0.02148,	1.539,
0.02344,	1.539,
0.02539,	1.539,
0.02734,	1.539,
0.02930,	1.539,
0.03125,	1.539,
0.03516,	1.539,
0.03906,	1.539,
0.04297,	1.539,
0.04688,	1.539,
0.05078,	1.539,
0.05469,	1.539,
0.05859,	1.539,
0.06250,	1.539,
0.07031,	3.477,
0.07812,	5.002,
0.08594,	5.002,
0.09375,	5.002,
0.10156,	5.238,
0.10938,	5.002,
0.11719,	5.207,
0.12500,	5.002,
0.14062,	5.087,
0.15625,	5.002,
0.17188,	5.072,
0.18750,	5.002,
0.20312,	5.079,
0.21875,	5.019,
0.23438,	5.019,
0.25000,	5.020,
0.28125,	5.052,
0.31250,	5.058,
0.34375,	5.020,
0.37500,	5.052,
0.40625,	5.021,
0.43750,	5.069,
0.46875,	5.020,
0.50000,	5.044,
0.56250,	5.047,
0.62500,	5.655,
0.68750,	5.558,
0.75000,	6.021,
0.81250,	6.058,
0.87500,	6.554,
0.93750,	7.003,
1.00000,	7.685,
1.12500,	9.048,
1.25000,	10.819,
1.37500,	11.408,
1.50000,	13.259,
1.62500,	14.455,
1.75000,	14.853,
1.87500,	35.115,
2.00000,	64.435,
2.25000,	136.052,
2.50000,	201.929,
2.75000,	256.049,
3.00000,	297.369,
3.25000,	331.695,
3.50000,	348.017,
3.75000,	363.811,
4.00000,	376.994,
4.50000,	395.877,
5.00000,	410.268,
5.50000,	420.477,
6.00000,	427.764,
6.50000,	433.480,
7.00000,	439.721,
7.50000,	444.731,
8.00000,	449.100,
9.00000,	457.014,
10.00000,	 470.177,
11.00000,	 485.252,
12.00000,	 497.097,
13.00000,	 507.925,
14.00000,	 516.469,
15.00000,	 523.063,
16.00000,	 529.111,
18.00000,	 538.237,
20.00000,	 545.438,
22.00000,	 550.255,
24.00000,	 553.768,
26.00000,	 556.845,
28.00000,	 559.106,
30.00000,	 561.587,
32.00000,	 563.172,
36.00000,	 565.872,
40.00000,	 567.894,
44.00000,	 569.218,
48.00000,	 570.404,
52.00000,	 571.162,
56.00000,	 571.869,
60.00000,	 572.554,
64.00000,	 573.167,
72.00000,	 574.096,
80.00000,	 574.648,
88.00000,	 575.792,
96.00000,	 575.606,
104.00000,	  575.721,
112.00000,	  575.770,
120.00000,	  575.761,
128.00000,	  575.754,
144.00000,	  575.728,
160.00000,	  575.692,
176.00000,	  575.759,
192.00000,	  575.818,
208.00000,	  575.832,
224.00000,	  575.858,
240.00000,	  575.815,
256.00000,	  575.865,
288.00000,	  575.842,
320.00000,	  575.809,
352.00000,	  575.813,
384.00000,	  575.801,
416.00000,	  575.877,
448.00000,	  575.857,
480.00000,	  575.848,
512.00000,	  575.831,
576.00000,	  575.835,
640.00000,	  575.855,
704.00000,	  575.867,
768.00000,	  575.879,
832.00000,	  575.891,
896.00000,	  575.869,
960.00000,	  575.880,
1024.00000,	   575.850,

	0.00049,1.539
	0.00098,1.539
	0.00195,1.539
	0.00293,1.539
	0.00391,1.539
	0.00586,1.539
	0.00781,1.539
	0.00977,1.539
	0.01172,1.539
	0.01367,1.539
	0.01562,1.539
	0.01758,1.539
	0.01953,1.539
	0.02148,1.539
	0.02344,1.539
	0.02539,1.539
	0.02734,1.539
	0.02930,1.539
	0.03125,1.539
	0.03516,1.539
	0.03906,1.539
	0.04297,1.539
	0.04688,1.539
	0.05078,1.539
	0.05469,1.539
	0.05859,1.539
	0.06250,1.539
	0.07031,3.477
	0.07812,5.002
	0.08594,5.002
	0.09375,5.002
	0.10156,5.002
	0.10938,5.002
	0.11719,5.002
	0.12500,5.002
	0.14062,5.002
	0.15625,5.002
	0.17188,5.002
	0.18750,5.002
	0.20312,5.020
	0.21875,5.020
	0.23438,5.020
	0.25000,5.020
	0.28125,5.020
	0.31250,5.020
	0.34375,5.020
	0.37500,5.020
	0.40625,5.020
	0.43750,5.020
	0.46875,5.020
	0.50000,5.020
	0.56250,5.020
	0.62500,5.020
	0.68750,5.020
	0.75000,5.020
	0.81250,5.020
	0.87500,5.021
	0.93750,5.027
	1.00000,5.031
	1.12500,15.094
	1.25000,15.097
	1.37500,15.096
	1.50000,15.099
	1.62500,15.102
	1.75000,15.112
	1.87500,15.115
	2.00000,15.263
	2.25000,22.281
	2.50000,26.031
	2.75000,28.401
	3.00000,30.145
	3.25000,31.425
	3.50000,32.514
	3.75000,33.407
	4.00000,34.024
	4.50000,35.243
	5.00000,36.072
	5.50000,36.748
	6.00000,37.290
	6.50000,37.727
	7.00000,38.100
	7.50000,38.485
	8.00000,38.747
	9.00000,40.876
	10.00000,49.670
	11.00000,60.659
	12.00000,70.377
	13.00000,78.010
	14.00000,84.143
	15.00000,88.917
	16.00000,93.050
	18.00000,99.031
	20.00000,103.123
	22.00000,106.108
	24.00000,108.345
	26.00000,110.095
	28.00000,111.341
	30.00000,112.469
	32.00000,113.284
	36.00000,114.343
	40.00000,114.845
	44.00000,115.200
	48.00000,115.561
	52.00000,115.654
	56.00000,116.174
	60.00000,116.264
	64.00000,116.409
	72.00000,116.558
	80.00000,116.673
	88.00000,116.615
	96.00000,116.670
	104.00000,116.640
	112.00000,116.535
	120.00000,116.502
	128.00000,116.502
	144.00000,116.404
	160.00000,116.547
	176.00000,116.404
	192.00000,116.481
	208.00000,116.345
	224.00000,116.421
	240.00000,116.281
	256.00000,116.365
	288.00000,116.285
	320.00000,116.321
	352.00000,116.256
	384.00000,116.319
	416.00000,116.167
	448.00000,116.215
	480.00000,116.164
	512.00000,116.225
	576.00000,116.177
	640.00000,116.209
	704.00000,116.231
	768.00000,116.290
	832.00000,116.104
	896.00000,116.213
	960.00000,116.212
	1024.00000,116.282
